Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TP,""Crops and livestock products"",""3"",""Albania"",""5922"",""Export Value"",""572"",""Avocados"",""2010"",""2010"",""1000 US$"","""",""M"",""Data not available"""
"TP,""Crops and livestock products"",""3"",""Albania"",""5922"",""Export Value"",""572"",""Avocados"",""2011"",""2011"",""1000 US$"","""",""M"",""Data not available"""
"TP,""Crops and livestock products"",""3"",""Albania"",""5922"",""Export Value"",""572"",""Avocados"",""2012"",""2012"",""1000 US$"",""3"","""",""Official data"""
"TP,""Crops and livestock products"",""3"",""Albania"",""5922"",""Export Value"",""572"",""Avocados"",""2013"",""2013"",""1000 US$"",""0"",""*"",""Unofficial figure"""
"TP,""Crops and livestock products"",""11"",""Austria"",""5610"",""Import Quantity"",""572"",""Avocados"",""2010"",""2010"",""tonnes"",""3061"","""",""Official data"""
"TP,""Crops and livestock products"",""11"",""Austria"",""5610"",""Import Quantity"",""572"",""Avocados"",""2011"",""2011"",""tonnes"",""2995"","""",""Official data"""
"TP,""Crops and livestock products"",""11"",""Austria"",""5610"",""Import Quantity"",""572"",""Avocados"",""2012"",""2012"",""tonnes"",""2762"","""",""Official data"""
"TP,""Crops and livestock products"",""11"",""Austria"",""5610"",""Import Quantity"",""572"",""Avocados"",""2013"",""2013"",""tonnes"",""3422"","""",""Official data"""
"TP,""Crops and livestock products"",""11"",""Austria"",""5622"",""Import Value"",""572"",""Avocados"",""2010"",""2010"",""1000 US$"",""6900"","""",""Official data"""
"TP,""Crops and livestock products"",""11"",""Austria"",""5622"",""Import Value"",""572"",""Avocados"",""2011"",""2011"",""1000 US$"",""9375"","""",""Official data"""
"TP,""Crops and livestock products"",""11"",""Austria"",""5622"",""Import Value"",""572"",""Avocados"",""2012"",""2012"",""1000 US$"",""8641"","""",""Official data"""
"TP,""Crops and livestock products"",""11"",""Austria"",""5622"",""Import Value"",""572"",""Avocados"",""2013"",""2013"",""1000 US$"",""11173"","""",""Official data"""
"TP,""Crops and livestock products"",""11"",""Austria"",""5910"",""Export Quantity"",""572"",""Avocados"",""2010"",""2010"",""tonnes"",""371"","""",""Official data"""
"TP,""Crops and livestock products"",""11"",""Austria"",""5910"",""Export Quantity"",""572"",""Avocados"",""2011"",""2011"",""tonnes"",""332"","""",""Official data"""
"TP,""Crops and livestock products"",""11"",""Austria"",""5910"",""Export Quantity"",""572"",""Avocados"",""2012"",""2012"",""tonnes"",""592"","""",""Official data"""
"TP,""Crops and livestock products"",""11"",""Austria"",""5910"",""Export Quantity"",""572"",""Avocados"",""2013"",""2013"",""tonnes"",""551"","""",""Official data"""
"TP,""Crops and livestock products"",""11"",""Austria"",""5922"",""Export Value"",""572"",""Avocados"",""2010"",""2010"",""1000 US$"",""918"","""",""Official data"""
"TP,""Crops and livestock products"",""11"",""Austria"",""5922"",""Export Value"",""572"",""Avocados"",""2011"",""2011"",""1000 US$"",""892"","""",""Official data"""
"TP,""Crops and livestock products"",""11"",""Austria"",""5922"",""Export Value"",""572"",""Avocados"",""2012"",""2012"",""1000 US$"",""1496"","""",""Official data"""
"TP,""Crops and livestock products"",""11"",""Austria"",""5922"",""Export Value"",""572"",""Avocados"",""2013"",""2013"",""1000 US$"",""1720"","""",""Official data"""
"TP,""Crops and livestock products"",""57"",""Belarus"",""5610"",""Import Quantity"",""572"",""Avocados"",""2010"",""2010"",""tonnes"",""173"","""",""Official data"""
"TP,""Crops and livestock products"",""57"",""Belarus"",""5610"",""Import Quantity"",""572"",""Avocados"",""2011"",""2011"",""tonnes"",""229"","""",""Official data"""
"TP,""Crops and livestock products"",""57"",""Belarus"",""5610"",""Import Quantity"",""572"",""Avocados"",""2012"",""2012"",""tonnes"",""255"","""",""Official data"""
"TP,""Crops and livestock products"",""57"",""Belarus"",""5610"",""Import Quantity"",""572"",""Avocados"",""2013"",""2013"",""tonnes"",""482"","""",""Official data"""
"TP,""Crops and livestock products"",""57"",""Belarus"",""5622"",""Import Value"",""572"",""Avocados"",""2010"",""2010"",""1000 US$"",""386"","""",""Official data"""
"TP,""Crops and livestock products"",""57"",""Belarus"",""5622"",""Import Value"",""572"",""Avocados"",""2011"",""2011"",""1000 US$"",""502"","""",""Official data"""
"TP,""Crops and livestock products"",""57"",""Belarus"",""5622"",""Import Value"",""572"",""Avocados"",""2012"",""2012"",""1000 US$"",""532"","""",""Official data"""
"TP,""Crops and livestock products"",""57"",""Belarus"",""5622"",""Import Value"",""572"",""Avocados"",""2013"",""2013"",""1000 US$"",""1002"","""",""Official data"""
"TP,""Crops and livestock products"",""57"",""Belarus"",""5910"",""Export Quantity"",""572"",""Avocados"",""2010"",""2010"",""tonnes"","""",""M"",""Data not available"""
"TP,""Crops and livestock products"",""57"",""Belarus"",""5910"",""Export Quantity"",""572"",""Avocados"",""2011"",""2011"",""tonnes"",""1"","""",""Official data"""
"TP,""Crops and livestock products"",""57"",""Belarus"",""5910"",""Export Quantity"",""572"",""Avocados"",""2012"",""2012"",""tonnes"",""0"","""",""Official data"""
"TP,""Crops and livestock products"",""57"",""Belarus"",""5910"",""Export Quantity"",""572"",""Avocados"",""2013"",""2013"",""tonnes"",""53"","""",""Official data"""
"TP,""Crops and livestock products"",""57"",""Belarus"",""5922"",""Export Value"",""572"",""Avocados"",""2010"",""2010"",""1000 US$"",""0"",""F"",""FAO estimate"""
"TP,""Crops and livestock products"",""57"",""Belarus"",""5922"",""Export Value"",""572"",""Avocados"",""2011"",""2011"",""1000 US$"",""1"","""",""Official data"""
"TP,""Crops and livestock products"",""57"",""Belarus"",""5922"",""Export Value"",""572"",""Avocados"",""2012"",""2012"",""1000 US$"",""0"","""",""Official data"""
"TP,""Crops and livestock products"",""57"",""Belarus"",""5922"",""Export Value"",""572"",""Avocados"",""2013"",""2013"",""1000 US$"",""38"","""",""Official data"""
"TP,""Crops and livestock products"",""255"",""Belgium"",""5610"",""Import Quantity"",""572"",""Avocados"",""2010"",""2010"",""tonnes"",""5895"","""",""Official data"""
"TP,""Crops and livestock products"",""255"",""Belgium"",""5610"",""Import Quantity"",""572"",""Avocados"",""2011"",""2011"",""tonnes"",""6058"","""",""Official data"""
"TP,""Crops and livestock products"",""255"",""Belgium"",""5610"",""Import Quantity"",""572"",""Avocados"",""2012"",""2012"",""tonnes"",""12349"","""",""Official data"""
"TP,""Crops and livestock products"",""255"",""Belgium"",""5610"",""Import Quantity"",""572"",""Avocados"",""2013"",""2013"",""tonnes"",""14240"","""",""Official data"""
"TP,""Crops and livestock products"",""255"",""Belgium"",""5622"",""Import Value"",""572"",""Avocados"",""2010"",""2010"",""1000 US$"",""10252"","""",""Official data"""
"TP,""Crops and livestock products"",""255"",""Belgium"",""5622"",""Import Value"",""572"",""Avocados"",""2011"",""2011"",""1000 US$"",""13189"","""",""Official data"""
"TP,""Crops and livestock products"",""255"",""Belgium"",""5622"",""Import Value"",""572"",""Avocados"",""2012"",""2012"",""1000 US$"",""19906"","""",""Official data"""
"TP,""Crops and livestock products"",""255"",""Belgium"",""5622"",""Import Value"",""572"",""Avocados"",""2013"",""2013"",""1000 US$"",""29815"","""",""Official data"""
"TP,""Crops and livestock products"",""255"",""Belgium"",""5910"",""Export Quantity"",""572"",""Avocados"",""2010"",""2010"",""tonnes"",""2617"","""",""Official data"""
"TP,""Crops and livestock products"",""255"",""Belgium"",""5910"",""Export Quantity"",""572"",""Avocados"",""2011"",""2011"",""tonnes"",""2076"","""",""Official data"""
"TP,""Crops and livestock products"",""255"",""Belgium"",""5910"",""Export Quantity"",""572"",""Avocados"",""2012"",""2012"",""tonnes"",""6440"","""",""Official data"""
"TP,""Crops and livestock products"",""255"",""Belgium"",""5910"",""Export Quantity"",""572"",""Avocados"",""2013"",""2013"",""tonnes"",""8430"","""",""Official data"""
"TP,""Crops and livestock products"",""255"",""Belgium"",""5922"",""Export Value"",""572"",""Avocados"",""2010"",""2010"",""1000 US$"",""4824"","""",""Official data"""
"TP,""Crops and livestock products"",""255"",""Belgium"",""5922"",""Export Value"",""572"",""Avocados"",""2011"",""2011"",""1000 US$"",""5717"","""",""Official data"""
"TP,""Crops and livestock products"",""255"",""Belgium"",""5922"",""Export Value"",""572"",""Avocados"",""2012"",""2012"",""1000 US$"",""14757"","""",""Official data"""
"TP,""Crops and livestock products"",""255"",""Belgium"",""5922"",""Export Value"",""572"",""Avocados"",""2013"",""2013"",""1000 US$"",""20489"","""",""Official data"""
"TP,""Crops and livestock products"",""80"",""Bosnia and Herzegovina"",""5610"",""Import Quantity"",""572"",""Avocados"",""2010"",""2010"",""tonnes"",""17"","""",""Official data"""
"TP,""Crops and livestock products"",""80"",""Bosnia and Herzegovina"",""5610"",""Import Quantity"",""572"",""Avocados"",""2011"",""2011"",""tonnes"",""16"","""",""Official data"""
"TP,""Crops and livestock products"",""80"",""Bosnia and Herzegovina"",""5610"",""Import Quantity"",""572"",""Avocados"",""2012"",""2012"",""tonnes"",""20"","""",""Official data"""
"TP,""Crops and livestock products"",""80"",""Bosnia and Herzegovina"",""5610"",""Import Quantity"",""572"",""Avocados"",""2013"",""2013"",""tonnes"",""24"","""",""Official data"""
"TP,""Crops and livestock products"",""80"",""Bosnia and Herzegovina"",""5622"",""Import Value"",""572"",""Avocados"",""2010"",""2010"",""1000 US$"",""45"","""",""Official data"""
"TP,""Crops and livestock products"",""80"",""Bosnia and Herzegovina"",""5622"",""Import Value"",""572"",""Avocados"",""2011"",""2011"",""1000 US$"",""52"","""",""Official data"""
"TP,""Crops and livestock products"",""80"",""Bosnia and Herzegovina"",""5622"",""Import Value"",""572"",""Avocados"",""2012"",""2012"",""1000 US$"",""55"","""",""Official data"""
"TP,""Crops and livestock products"",""80"",""Bosnia and Herzegovina"",""5622"",""Import Value"",""572"",""Avocados"",""2013"",""2013"",""1000 US$"",""72"","""",""Official data"""
"TP,""Crops and livestock products"",""27"",""Bulgaria"",""5610"",""Import Quantity"",""572"",""Avocados"",""2010"",""2010"",""tonnes"",""151"","""",""Official data"""
"TP,""Crops and livestock products"",""27"",""Bulgaria"",""5610"",""Import Quantity"",""572"",""Avocados"",""2011"",""2011"",""tonnes"",""290"","""",""Official data"""
"TP,""Crops and livestock products"",""27"",""Bulgaria"",""5610"",""Import Quantity"",""572"",""Avocados"",""2012"",""2012"",""tonnes"",""330"","""",""Official data"""
"TP,""Crops and livestock products"",""27"",""Bulgaria"",""5610"",""Import Quantity"",""572"",""Avocados"",""2013"",""2013"",""tonnes"",""371"","""",""Official data"""
"TP,""Crops and livestock products"",""27"",""Bulgaria"",""5622"",""Import Value"",""572"",""Avocados"",""2010"",""2010"",""1000 US$"",""366"","""",""Official data"""
"TP,""Crops and livestock products"",""27"",""Bulgaria"",""5622"",""Import Value"",""572"",""Avocados"",""2011"",""2011"",""1000 US$"",""598"","""",""Official data"""
"TP,""Crops and livestock products"",""27"",""Bulgaria"",""5622"",""Import Value"",""572"",""Avocados"",""2012"",""2012"",""1000 US$"",""669"","""",""Official data"""
"TP,""Crops and livestock products"",""27"",""Bulgaria"",""5622"",""Import Value"",""572"",""Avocados"",""2013"",""2013"",""1000 US$"",""823"","""",""Official data"""
"TP,""Crops and livestock products"",""27"",""Bulgaria"",""5910"",""Export Quantity"",""572"",""Avocados"",""2010"",""2010"",""tonnes"",""1"","""",""Official data"""
"TP,""Crops and livestock products"",""27"",""Bulgaria"",""5910"",""Export Quantity"",""572"",""Avocados"",""2011"",""2011"",""tonnes"",""0"",""*"",""Unofficial figure"""
"TP,""Crops and livestock products"",""27"",""Bulgaria"",""5910"",""Export Quantity"",""572"",""Avocados"",""2012"",""2012"",""tonnes"",""3"","""",""Official data"""
"TP,""Crops and livestock products"",""27"",""Bulgaria"",""5910"",""Export Quantity"",""572"",""Avocados"",""2013"",""2013"",""tonnes"",""1"",""*"",""Unofficial figure"""
"TP,""Crops and livestock products"",""27"",""Bulgaria"",""5922"",""Export Value"",""572"",""Avocados"",""2010"",""2010"",""1000 US$"",""3"","""",""Official data"""
"TP,""Crops and livestock products"",""27"",""Bulgaria"",""5922"",""Export Value"",""572"",""Avocados"",""2011"",""2011"",""1000 US$"",""0"",""*"",""Unofficial figure"""
"TP,""Crops and livestock products"",""27"",""Bulgaria"",""5922"",""Export Value"",""572"",""Avocados"",""2012"",""2012"",""1000 US$"",""0"","""",""Official data"""
"TP,""Crops and livestock products"",""27"",""Bulgaria"",""5922"",""Export Value"",""572"",""Avocados"",""2013"",""2013"",""1000 US$"",""1"","""",""Official data"""
"TP,""Crops and livestock products"",""98"",""Croatia"",""5610"",""Import Quantity"",""572"",""Avocados"",""2010"",""2010"",""tonnes"",""108"","""",""Official data"""
"TP,""Crops and livestock products"",""98"",""Croatia"",""5610"",""Import Quantity"",""572"",""Avocados"",""2011"",""2011"",""tonnes"",""101"","""",""Official data"""
"TP,""Crops and livestock products"",""98"",""Croatia"",""5610"",""Import Quantity"",""572"",""Avocados"",""2012"",""2012"",""tonnes"",""118"","""",""Official data"""
"TP,""Crops and livestock products"",""98"",""Croatia"",""5610"",""Import Quantity"",""572"",""Avocados"",""2013"",""2013"",""tonnes"",""188"","""",""Official data"""
"TP,""Crops and livestock products"",""98"",""Croatia"",""5622"",""Import Value"",""572"",""Avocados"",""2010"",""2010"",""1000 US$"",""264"","""",""Official data"""
"TP,""Crops and livestock products"",""98"",""Croatia"",""5622"",""Import Value"",""572"",""Avocados"",""2011"",""2011"",""1000 US$"",""314"","""",""Official data"""
"TP,""Crops and livestock products"",""98"",""Croatia"",""5622"",""Import Value"",""572"",""Avocados"",""2012"",""2012"",""1000 US$"",""326"","""",""Official data"""
"TP,""Crops and livestock products"",""98"",""Croatia"",""5622"",""Import Value"",""572"",""Avocados"",""2013"",""2013"",""1000 US$"",""552"","""",""Official data"""
"TP,""Crops and livestock products"",""98"",""Croatia"",""5910"",""Export Quantity"",""572"",""Avocados"",""2010"",""2010"",""tonnes"","""",""M"",""Data not available"""
"TP,""Crops and livestock products"",""98"",""Croatia"",""5910"",""Export Quantity"",""572"",""Avocados"",""2011"",""2011"",""tonnes"","""",""M"",""Data not available"""
"TP,""Crops and livestock products"",""98"",""Croatia"",""5910"",""Export Quantity"",""572"",""Avocados"",""2012"",""2012"",""tonnes"","""",""M"",""Data not available"""
"TP,""Crops and livestock products"",""98"",""Croatia"",""5910"",""Export Quantity"",""572"",""Avocados"",""2013"",""2013"",""tonnes"",""0"","""",""Official data"""
"TP,""Crops and livestock products"",""98"",""Croatia"",""5922"",""Export Value"",""572"",""Avocados"",""2010"",""2010"",""1000 US$"","""",""M"",""Data not available"""
"TP,""Crops and livestock products"",""98"",""Croatia"",""5922"",""Export Value"",""572"",""Avocados"",""2011"",""2011"",""1000 US$"","""",""M"",""Data not available"""
"TP,""Crops and livestock products"",""98"",""Croatia"",""5922"",""Export Value"",""572"",""Avocados"",""2012"",""2012"",""1000 US$"","""",""M"",""Data not available"""
"TP,""Crops and livestock products"",""98"",""Croatia"",""5922"",""Export Value"",""572"",""Avocados"",""2013"",""2013"",""1000 US$"",""1"","""",""Official data"""
"TP,""Crops and livestock products"",""167"",""Czechia"",""5610"",""Import Quantity"",""572"",""Avocados"",""2010"",""2010"",""tonnes"",""708"","""",""Official data"""
"TP,""Crops and livestock products"",""167"",""Czechia"",""5610"",""Import Quantity"",""572"",""Avocados"",""2011"",""2011"",""tonnes"",""611"","""",""Official data"""
"TP,""Crops and livestock products"",""167"",""Czechia"",""5610"",""Import Quantity"",""572"",""Avocados"",""2012"",""2012"",""tonnes"",""839"","""",""Official data"""
"TP,""Crops and livestock products"",""167"",""Czechia"",""5610"",""Import Quantity"",""572"",""Avocados"",""2013"",""2013"",""tonnes"",""1411"","""",""Official data"""
"TP,""Crops and livestock products"",""167"",""Czechia"",""5622"",""Import Value"",""572"",""Avocados"",""2010"",""2010"",""1000 US$"",""1540"","""",""Official data"""
"TP,""Crops and livestock products"",""167"",""Czechia"",""5622"",""Import Value"",""572"",""Avocados"",""2011"",""2011"",""1000 US$"",""1779"","""",""Official data"""
"TP,""Crops and livestock products"",""167"",""Czechia"",""5622"",""Import Value"",""572"",""Avocados"",""2012"",""2012"",""1000 US$"",""2039"","""",""Official data"""
"TP,""Crops and livestock products"",""167"",""Czechia"",""5622"",""Import Value"",""572"",""Avocados"",""2013"",""2013"",""1000 US$"",""3631"","""",""Official data"""
"TP,""Crops and livestock products"",""167"",""Czechia"",""5910"",""Export Quantity"",""572"",""Avocados"",""2010"",""2010"",""tonnes"",""125"","""",""Official data"""
"TP,""Crops and livestock products"",""167"",""Czechia"",""5910"",""Export Quantity"",""572"",""Avocados"",""2011"",""2011"",""tonnes"",""99"","""",""Official data"""
"TP,""Crops and livestock products"",""167"",""Czechia"",""5910"",""Export Quantity"",""572"",""Avocados"",""2012"",""2012"",""tonnes"",""46"","""",""Official data"""
"TP,""Crops and livestock products"",""167"",""Czechia"",""5910"",""Export Quantity"",""572"",""Avocados"",""2013"",""2013"",""tonnes"",""188"","""",""Official data"""
"TP,""Crops and livestock products"",""167"",""Czechia"",""5922"",""Export Value"",""572"",""Avocados"",""2010"",""2010"",""1000 US$"",""292"","""",""Official data"""
"TP,""Crops and livestock products"",""167"",""Czechia"",""5922"",""Export Value"",""572"",""Avocados"",""2011"",""2011"",""1000 US$"",""312"","""",""Official data"""
"TP,""Crops and livestock products"",""167"",""Czechia"",""5922"",""Export Value"",""572"",""Avocados"",""2012"",""2012"",""1000 US$"",""184"","""",""Official data"""
"TP,""Crops and livestock products"",""167"",""Czechia"",""5922"",""Export Value"",""572"",""Avocados"",""2013"",""2013"",""1000 US$"",""684"","""",""Official data"""
"TP,""Crops and livestock products"",""54"",""Denmark"",""5610"",""Import Quantity"",""572"",""Avocados"",""2010"",""2010"",""tonnes"",""11382"","""",""Official data"""
"TP,""Crops and livestock products"",""54"",""Denmark"",""5610"",""Import Quantity"",""572"",""Avocados"",""2011"",""2011"",""tonnes"",""11099"","""",""Official data"""
"TP,""Crops and livestock products"",""54"",""Denmark"",""5610"",""Import Quantity"",""572"",""Avocados"",""2012"",""2012"",""tonnes"",""11755"","""",""Official data"""
"TP,""Crops and livestock products"",""54"",""Denmark"",""5610"",""Import Quantity"",""572"",""Avocados"",""2013"",""2013"",""tonnes"",""10113"","""",""Official data"""
"TP,""Crops and livestock products"",""54"",""Denmark"",""5622"",""Import Value"",""572"",""Avocados"",""2010"",""2010"",""1000 US$"",""26805"","""",""Official data"""
"TP,""Crops and livestock products"",""54"",""Denmark"",""5622"",""Import Value"",""572"",""Avocados"",""2011"",""2011"",""1000 US$"",""30721"","""",""Official data"""
"TP,""Crops and livestock products"",""54"",""Denmark"",""5622"",""Import Value"",""572"",""Avocados"",""2012"",""2012"",""1000 US$"",""28219"","""",""Official data"""
"TP,""Crops and livestock products"",""54"",""Denmark"",""5622"",""Import Value"",""572"",""Avocados"",""2013"",""2013"",""1000 US$"",""30614"","""",""Official data"""
"TP,""Crops and livestock products"",""54"",""Denmark"",""5910"",""Export Quantity"",""572"",""Avocados"",""2010"",""2010"",""tonnes"",""464"","""",""Official data"""
"TP,""Crops and livestock products"",""54"",""Denmark"",""5910"",""Export Quantity"",""572"",""Avocados"",""2011"",""2011"",""tonnes"",""563"","""",""Official data"""
"TP,""Crops and livestock products"",""54"",""Denmark"",""5910"",""Export Quantity"",""572"",""Avocados"",""2012"",""2012"",""tonnes"",""272"","""",""Official data"""
"TP,""Crops and livestock products"",""54"",""Denmark"",""5910"",""Export Quantity"",""572"",""Avocados"",""2013"",""2013"",""tonnes"",""347"","""",""Official data"""
"TP,""Crops and livestock products"",""54"",""Denmark"",""5922"",""Export Value"",""572"",""Avocados"",""2010"",""2010"",""1000 US$"",""774"","""",""Official data"""
"TP,""Crops and livestock products"",""54"",""Denmark"",""5922"",""Export Value"",""572"",""Avocados"",""2011"",""2011"",""1000 US$"",""977"","""",""Official data"""
"TP,""Crops and livestock products"",""54"",""Denmark"",""5922"",""Export Value"",""572"",""Avocados"",""2012"",""2012"",""1000 US$"",""771"","""",""Official data"""
"TP,""Crops and livestock products"",""54"",""Denmark"",""5922"",""Export Value"",""572"",""Avocados"",""2013"",""2013"",""1000 US$"",""1118"","""",""Official data"""
"TP,""Crops and livestock products"",""63"",""Estonia"",""5610"",""Import Quantity"",""572"",""Avocados"",""2010"",""2010"",""tonnes"",""256"","""",""Official data"""
"TP,""Crops and livestock products"",""63"",""Estonia"",""5610"",""Import Quantity"",""572"",""Avocados"",""2011"",""2011"",""tonnes"",""260"","""",""Official data"""
"TP,""Crops and livestock products"",""63"",""Estonia"",""5610"",""Import Quantity"",""572"",""Avocados"",""2012"",""2012"",""tonnes"",""286"","""",""Official data"""
"TP,""Crops and livestock products"",""63"",""Estonia"",""5610"",""Import Quantity"",""572"",""Avocados"",""2013"",""2013"",""tonnes"",""492"","""",""Official data"""
"TP,""Crops and livestock products"",""63"",""Estonia"",""5622"",""Import Value"",""572"",""Avocados"",""2010"",""2010"",""1000 US$"",""414"","""",""Official data"""
"TP,""Crops and livestock products"",""63"",""Estonia"",""5622"",""Import Value"",""572"",""Avocados"",""2011"",""2011"",""1000 US$"",""550"","""",""Official data"""
"TP,""Crops and livestock products"",""63"",""Estonia"",""5622"",""Import Value"",""572"",""Avocados"",""2012"",""2012"",""1000 US$"",""610"","""",""Official data"""
"TP,""Crops and livestock products"",""63"",""Estonia"",""5622"",""Import Value"",""572"",""Avocados"",""2013"",""2013"",""1000 US$"",""1143"","""",""Official data"""
"TP,""Crops and livestock products"",""63"",""Estonia"",""5910"",""Export Quantity"",""572"",""Avocados"",""2010"",""2010"",""tonnes"",""0"","""",""Official data"""
"TP,""Crops and livestock products"",""63"",""Estonia"",""5910"",""Export Quantity"",""572"",""Avocados"",""2011"",""2011"",""tonnes"",""0"","""",""Official data"""
"TP,""Crops and livestock products"",""63"",""Estonia"",""5910"",""Export Quantity"",""572"",""Avocados"",""2012"",""2012"",""tonnes"",""3"","""",""Official data"""
"TP,""Crops and livestock products"",""63"",""Estonia"",""5910"",""Export Quantity"",""572"",""Avocados"",""2013"",""2013"",""tonnes"",""0"","""",""Official data"""
"TP,""Crops and livestock products"",""63"",""Estonia"",""5922"",""Export Value"",""572"",""Avocados"",""2010"",""2010"",""1000 US$"",""0"","""",""Official data"""
"TP,""Crops and livestock products"",""63"",""Estonia"",""5922"",""Export Value"",""572"",""Avocados"",""2011"",""2011"",""1000 US$"",""1"","""",""Official data"""
"TP,""Crops and livestock products"",""63"",""Estonia"",""5922"",""Export Value"",""572"",""Avocados"",""2012"",""2012"",""1000 US$"",""10"","""",""Official data"""
"TP,""Crops and livestock products"",""63"",""Estonia"",""5922"",""Export Value"",""572"",""Avocados"",""2013"",""2013"",""1000 US$"",""0"","""",""Official data"""
"TP,""Crops and livestock products"",""64"",""Faroe Islands"",""5610"",""Import Quantity"",""572"",""Avocados"",""2010"",""2010"",""tonnes"",""54"",""R"",""Estimated data using trading partners database"""
"TP,""Crops and livestock products"",""64"",""Faroe Islands"",""5610"",""Import Quantity"",""572"",""Avocados"",""2011"",""2011"",""tonnes"",""25"",""R"",""Estimated data using trading partners database"""
"TP,""Crops and livestock products"",""64"",""Faroe Islands"",""5610"",""Import Quantity"",""572"",""Avocados"",""2012"",""2012"",""tonnes"",""23"",""R"",""Estimated data using trading partners database"""
"TP,""Crops and livestock products"",""64"",""Faroe Islands"",""5610"",""Import Quantity"",""572"",""Avocados"",""2013"",""2013"",""tonnes"",""25"",""R"",""Estimated data using trading partners database"""
"TP,""Crops and livestock products"",""64"",""Faroe Islands"",""5622"",""Import Value"",""572"",""Avocados"",""2010"",""2010"",""1000 US$"",""65"",""R"",""Estimated data using trading partners database"""
"TP,""Crops and livestock products"",""64"",""Faroe Islands"",""5622"",""Import Value"",""572"",""Avocados"",""2011"",""2011"",""1000 US$"",""88"",""R"",""Estimated data using trading partners database"""
"TP,""Crops and livestock products"",""64"",""Faroe Islands"",""5622"",""Import Value"",""572"",""Avocados"",""2012"",""2012"",""1000 US$"",""77"",""R"",""Estimated data using trading partners database"""
"TP,""Crops and livestock products"",""64"",""Faroe Islands"",""5622"",""Import Value"",""572"",""Avocados"",""2013"",""2013"",""1000 US$"",""94"",""R"",""Estimated data using trading partners database"""
"TP,""Crops and livestock products"",""67"",""Finland"",""5610"",""Import Quantity"",""572"",""Avocados"",""2010"",""2010"",""tonnes"",""1479"","""",""Official data"""
"TP,""Crops and livestock products"",""67"",""Finland"",""5610"",""Import Quantity"",""572"",""Avocados"",""2011"",""2011"",""tonnes"",""2073"","""",""Official data"""
"TP,""Crops and livestock products"",""67"",""Finland"",""5610"",""Import Quantity"",""572"",""Avocados"",""2012"",""2012"",""tonnes"",""2216"","""",""Official data"""
"TP,""Crops and livestock products"",""67"",""Finland"",""5610"",""Import Quantity"",""572"",""Avocados"",""2013"",""2013"",""tonnes"",""4432"","""",""Official data"""
"TP,""Crops and livestock products"",""67"",""Finland"",""5622"",""Import Value"",""572"",""Avocados"",""2010"",""2010"",""1000 US$"",""3765"","""",""Official data"""
"TP,""Crops and livestock products"",""67"",""Finland"",""5622"",""Import Value"",""572"",""Avocados"",""2011"",""2011"",""1000 US$"",""6207"","""",""Official data"""
"TP,""Crops and livestock products"",""67"",""Finland"",""5622"",""Import Value"",""572"",""Avocados"",""2012"",""2012"",""1000 US$"",""6081"","""",""Official data"""
"TP,""Crops and livestock products"",""67"",""Finland"",""5622"",""Import Value"",""572"",""Avocados"",""2013"",""2013"",""1000 US$"",""14186"","""",""Official data"""
"TP,""Crops and livestock products"",""67"",""Finland"",""5910"",""Export Quantity"",""572"",""Avocados"",""2010"",""2010"",""tonnes"",""0"","""",""Official data"""
